"동별","구분별","항목","단위","2024. 1/4","2024. 2/4",
"이촌2동","내국인","고령자현황(동별)","","1866","1845",
"이촌2동","남자","고령자현황(동별)","","779","762",
"이촌2동","여자","고령자현황(동별)","","1087","1083",
"이촌2동","등록외국인","고령자현황(동별)","","8","8",
"이촌2동","남자","고령자현황(동별)","","7","7",
"이촌2동","여자","고령자현황(동별)","","1","1",
"이태원1동","전체인구","고령자현황(동별)","","7835","7841",
"이태원1동","남자","고령자현황(동별)","","4195","4180",
"이태원1동","여자","고령자현황(동별)","","3640","3661",
"이태원1동","65세이상 인구","고령자현황(동별)","","1422","1442",
"이태원1동","남자","고령자현황(동별)","","616","612",
"이태원1동","여자","고령자현황(동별)","","806","830",
"이태원1동","내국인","고령자현황(동별)","","1378","1399",
"이태원1동","남자","고령자현황(동별)","","589","584",
"이태원1동","여자","고령자현황(동별)","","789","815",
"이태원1동","등록외국인","고령자현황(동별)","","44","43",
"이태원1동","남자","고령자현황(동별)","","27","28",
"이태원1동","여자","고령자현황(동별)","","17","15",
"이태원2동","전체인구","고령자현황(동별)","","10250","10242",
"이태원2동","남자","고령자현황(동별)","","4883","4905",
"이태원2동","여자","고령자현황(동별)","","5367","5337",
"이태원2동","65세이상 인구","고령자현황(동별)","","1940","1958",
"이태원2동","남자","고령자현황(동별)","","797","805",
"이태원2동","여자","고령자현황(동별)","","1143","1153",
"이태원2동","내국인","고령자현황(동별)","","1893","1911",
"이태원2동","남자","고령자현황(동별)","","769","777",
"이태원2동","여자","고령자현황(동별)","","1124","1134",
"이태원2동","등록외국인","고령자현황(동별)","","47","47",
"이태원2동","남자","고령자현황(동별)","","28","28",
"이태원2동","여자","고령자현황(동별)","","19","19",
"서빙고동","전체인구","고령자현황(동별)","","13239","13306",
"서빙고동","남자","고령자현황(동별)","","6376","6417",
"서빙고동","여자","고령자현황(동별)","","6863","6889",
"서빙고동","65세이상 인구","고령자현황(동별)","","2273","2305",
"서빙고동","남자","고령자현황(동별)","","984","999",
"서빙고동","여자","고령자현황(동별)","","1289","1306",
"서빙고동","내국인","고령자현황(동별)","","2241","2274",
"서빙고동","남자","고령자현황(동별)","","962","977",
"서빙고동","여자","고령자현황(동별)","","1279","1297",
"서빙고동","등록외국인","고령자현황(동별)","","32","31",
"서빙고동","남자","고령자현황(동별)","","22","22",
"서빙고동","여자","고령자현황(동별)","","10","9",
"보광동","전체인구","고령자현황(동별)","","10679","8652",
"보광동","남자","고령자현황(동별)","","5546","4530",
"보광동","여자","고령자현황(동별)","","5133","4122",
"보광동","65세이상 인구","고령자현황(동별)","","2264","1814",
"보광동","남자","고령자현황(동별)","","929","762",
"보광동","여자","고령자현황(동별)","","1335","1052",
"보광동","내국인","고령자현황(동별)","","2239","1793",
"보광동","남자","고령자현황(동별)","","916","752",
"보광동","여자","고령자현황(동별)","","1323","1041",
"보광동","등록외국인","고령자현황(동별)","","25","21",
"보광동","남자","고령자현황(동별)","","13","10",
"보광동","여자","고령자현황(동별)","","12","11",
"청파동","전체인구","고령자현황(동별)","","19500","19420",
"청파동","남자","고령자현황(동별)","","8917","8888",
"청파동","여자","고령자현황(동별)","","10583","10532",
"청파동","65세이상 인구","고령자현황(동별)","","3388","3412",
"청파동","남자","고령자현황(동별)","","1412","1424",
"청파동","여자","고령자현황(동별)","","1976","1988",
"청파동","내국인","고령자현황(동별)","","3358","3382",
"청파동","남자","고령자현황(동별)","","1399","1410",
"청파동","여자","고령자현황(동별)","","1959","1972",
"청파동","등록외국인","고령자현황(동별)","","30","30",
"청파동","남자","고령자현황(동별)","","13","14",
"청파동","여자","고령자현황(동별)","","17","16",
"원효로1동","전체인구","고령자현황(동별)","","17682","17689",
"원효로1동","남자","고령자현황(동별)","","8252","8226",
"원효로1동","여자","고령자현황(동별)","","9430","9463",
"원효로1동","65세이상 인구","고령자현황(동별)","","2113","2134",
"원효로1동","남자","고령자현황(동별)","","953","963",
"원효로1동","여자","고령자현황(동별)","","1160","1171",
"원효로1동","내국인","고령자현황(동별)","","2083","2103",
"원효로1동","남자","고령자현황(동별)","","934","943",
"원효로1동","여자","고령자현황(동별)","","1149","1160",
"원효로1동","등록외국인","고령자현황(동별)","","30","31",
"원효로1동","남자","고령자현황(동별)","","19","20",
"원효로1동","여자","고령자현황(동별)","","11","11",
"한강로동","전체인구","고령자현황(동별)","","22620","22613",
"한강로동","남자","고령자현황(동별)","","10771","10794",
"한강로동","여자","고령자현황(동별)","","11849","11819",
"한강로동","65세이상 인구","고령자현황(동별)","","3363","3395",
"한강로동","남자","고령자현황(동별)","","1597","1613",
"한강로동","여자","고령자현황(동별)","","1766","1782",
"한강로동","내국인","고령자현황(동별)","","3261","3295",
"한강로동","남자","고령자현황(동별)","","1547","1565",
"한강로동","여자","고령자현황(동별)","","1714","1730",
"한강로동","등록외국인","고령자현황(동별)","","102","100",
"한강로동","남자","고령자현황(동별)","","50","48",
"한강로동","여자","고령자현황(동별)","","52","52",
"한남동","전체인구","고령자현황(동별)","","18352","16428",
"한남동","남자","고령자현황(동별)","","8923","7928",
"한남동","여자","고령자현황(동별)","","9429","8500",
"한남동","65세이상 인구","고령자현황(동별)","","3178","2741",
"한남동","남자","고령자현황(동별)","","1420","1244",
"한남동","여자","고령자현황(동별)","","1758","1497",
"한남동","내국인","고령자현황(동별)","","3102","2671",
"한남동","남자","고령자현황(동별)","","1377","1206",
"한남동","여자","고령자현황(동별)","","1725","1465",
"한남동","등록외국인","고령자현황(동별)","","76","70",
"한남동","남자","고령자현황(동별)","","43","38",
"한남동","여자","고령자현황(동별)","","33","32",
"성동구","전체인구","고령자현황(동별)","","284258","283853",
"성동구","남자","고령자현황(동별)","","137288","136993",
"성동구","여자","고령자현황(동별)","","146970","146860",
"성동구","65세이상 인구","고령자현황(동별)","","50098","50534",
"성동구","남자","고령자현황(동별)","","22130","22335",
"성동구","여자","고령자현황(동별)","","27968","28199",
"성동구","내국인","고령자현황(동별)","","49876","50323",
"성동구","남자","고령자현황(동별)","","22008","22219",
"성동구","여자","고령자현황(동별)","","27868","28104",
"성동구","등록외국인","고령자현황(동별)","","222","211",
"성동구","남자","고령자현황(동별)","","122","116",
"성동구","여자","고령자현황(동별)","","100","95",
"왕십리2동","전체인구","고령자현황(동별)","","16416","16435",
"왕십리2동","남자","고령자현황(동별)","","7863","7853",
"왕십리2동","여자","고령자현황(동별)","","8553","8582",
"왕십리2동","65세이상 인구","고령자현황(동별)","","2800","2833",
"왕십리2동","남자","고령자현황(동별)","","1234","1249",
"왕십리2동","여자","고령자현황(동별)","","1566","1584",
"왕십리2동","내국인","고령자현황(동별)","","2789","2821",
"왕십리2동","남자","고령자현황(동별)","","1226","1241",
"왕십리2동","여자","고령자현황(동별)","","1563","1580",
"왕십리2동","등록외국인","고령자현황(동별)","","11","12",
"왕십리2동","남자","고령자현황(동별)","","8","8",
"왕십리2동","여자","고령자현황(동별)","","3","4",
"마장동","전체인구","고령자현황(동별)","","22170","22073",
"마장동","남자","고령자현황(동별)","","10828","10764",
"마장동","여자","고령자현황(동별)","","11342","11309",
"마장동","65세이상 인구","고령자현황(동별)","","4246","4273",
"마장동","남자","고령자현황(동별)","","1879","1889",
"마장동","여자","고령자현황(동별)","","2367","2384",
"마장동","내국인","고령자현황(동별)","","4231","4259",
"마장동","남자","고령자현황(동별)","","1869","1880",
"마장동","여자","고령자현황(동별)","","2362","2379",
"마장동","등록외국인","고령자현황(동별)","","15","14",
"마장동","남자","고령자현황(동별)","","10","9",
"마장동","여자","고령자현황(동별)","","5","5",
"사근동","전체인구","고령자현황(동별)","","14235","14133",
"사근동","남자","고령자현황(동별)","","7079","7034",
"사근동","여자","고령자현황(동별)","","7156","7099",
"사근동","65세이상 인구","고령자현황(동별)","","1561","1567",
"사근동","남자","고령자현황(동별)","","670","678",
"사근동","여자","고령자현황(동별)","","891","889",
"사근동","내국인","고령자현황(동별)","","1556","1562",
"사근동","남자","고령자현황(동별)","","667","675",
"사근동","여자","고령자현황(동별)","","889","887",
